context_id,context_note
5340,"Compact-coarse, light yellow / grey sandy clay Extent:-ß3m x 3.5m Clear edge definition"
5340,Re-deposited clay spread
5340,"Re-deposited sandy clay spread. Originally thought to be a floor surface but now found to overlie a possible beam slot which could indicate that (5340) is a-ßre-deposited occupational layer instead. Strat below (5265), (5275).-ßOnly partially excavated in 2004 due to the underlying opus signinum floor. To be completed in 2005. Plan no: 29.190, 29.191, 29.192, 29.193"
5346,Beam slot cut containing (5320)
5346,"Beam slot cut&nbsp;containing (5320) forming the NW outer wall of a timber structure. [5346] is truncated at it\'s south western extent by Victorian trench [1032]. It\'s continuation south of this truncation has been recorded as [5356]. At the north eastern extent, [5346] forms a right angle with beam slot [5371] - the division of these two contexts at the corner is arbitrary. The edges of [5346] are quite wide and irregular, possibly due to over-digging&nbsp;or erosion during excavation. <BR>Plan no: 20.179, 29.204<BR>Accuracy rating - 4 {18/04/2005 KTOOTELL}"
5346,"Linear in plan with right angled corners, measuring 5m x 0.4m with a depth of 0.15m<BR>Break of slope (top): sharp;&nbsp;&nbsp;&nbsp; (base): gradual - sharp<BR>U-shaped profile with irregular sides (mostly vertical but concave in places) and an uneven base<BR>Orientation: NE-SW<BR>Contains (5320) {18/04/2005 KTOOTELL}"
5351,Fill of beam slot [5356]
5351,"Fill of beam slot [5356] running SW-NE at a 45 degree angle to the road.&nbsp;Forms a right angle with&nbsp;beam slot fill (5352). Consists largely of very mixed,&nbsp;re-deposited clay, similar in content to other re-deposited materials associated with building destruction.&nbsp;(5351) is truncated at it\'s&nbsp;north eastern&nbsp;extent by Victorian trench [1032]. It\'s continuation&nbsp;north of this truncation has been recorded as (5320). Strat below (5296).&nbsp; Completely removed in 2004.<BR>Plan no: 20.166<BR><BR><BR><BR> {18/04/2005 KTOOTELL}"
5351,"Friable, mixed grey sandy silt<BR>Inclusions: 15-35% gravel (S-A) (6-20mm) (2-6cm);&nbsp; c. 5 fragments of CBM;&nbsp; Patches of yellow clay<BR>Extent:&nbsp;1.4m x 0.35m;&nbsp;&nbsp;&nbsp; Thickness: 0.05-0.15m<BR>Clear edge definition {18/04/2005 KTOOTELL}"
5352,Fill of beam slot [5357]
5352,"Fill of beam slot [5357] forming the SW wall of a timber structure. The fill is very mixed, suggesting that it is re-deposited material from more than one source. Strat below (5296). Strat above [5357]. Contemporary with and&nbsp;butting (5351) forming a right angle corner. Cut by Victorian trench [1032]. Completely removed in 2004.<BR>Plan no: 20.167<BR>Accuracy rating - 4 {18/04/2005 KTOOTELL}"
5352,"Hard, dark-light grey gritty silty clay with patches of yellow<BR>Inclusions: 15-35% gravel (S-A) (6-20mm) (2-6cm)<BR>Extent:&nbsp;1.9m x 0.3m;&nbsp;&nbsp;&nbsp; Thickness: 0.06m<BR>Good&nbsp;edge definition {18/04/2005 KTOOTELL}"
5356,Beam slot cut containing (5351)
5356,"Beam slot cut containing (5351). Together with [5357], this cut forms the corner of a timber building. [5356] is truncated at it\'s&nbsp;north eastern&nbsp;extent by Victorian trench [1032]. It\'s continuation&nbsp;north of this truncation has been recorded as [5346].<BR>Plan no: 20.175&nbsp;</P> &nbsp;</P> {18/04/2005 KTOOTELL}"
5356,Rectangular in plan with right angled corners at the south western end but truncated by Victorian trench [1032] at the&nbsp;north eastern end<BR>Measures 1.1m x 0.35m with a depth of 0.05-0.15m<BR>Break of slope (top &amp; base): sharp<BR>U-shaped profile with stepped sides (especially where it butts [5357]) with a flat base<BR>Orientation: SW-NE<BR>Contains (5351) {18/04/2005 KTOOTELL}
5357,Beam slot cut containing (5352)
5357,"Beam slot cut containing (5352). Together with [5356], this cut forms the corner of a timber building.-áTruncated at it\'s-ásouth eastern-áextent by Victorian trench [1032].  Plan no: 20.176"
5357,Rectangular in plan with right angled corners at the-ánorth western end but truncated by Victorian trench [1032] at the-ásouth eastern end Measures 1.9m x 0.35m with a depth of 0.05-0.1m Break of slope (top & base): sharp U-shaped profile with vertical sides and-áa flat base Orientation: NW-SE Contains (5352)
5359,Context card blank - to be completed in 2005? {31/03/2005 KTOOTELL}
5359,Gravel spread
5360,Clay floor
5360,"Fine, compact mid yellow / brown silty clay<BR>Thickness: 0.045m<BR> {31/03/2005 KTOOTELL}"
5360,Thick clay floor incorporating possible debris from nearby hearth such as ground-in charcoal and some animal bones. Overlying dark layer of hearth debris (5313).<BR>Plan no: 28.208</P> {31/03/2005 KTOOTELL}
5365,CBM spread
5365,"CBM spread. <BR>Plan no: 28.211, 29.202 {22/04/2005 KTOOTELL}"
5365,NO CARD {22/04/2005 KTOOTELL}
5371,Beam slot cut containing (5332)
5371,"Beam slot cut containing (5332), forming the outer NE wall of a timber building. At the north western extent, [5371] forms a right angle with beam slot [5346] - the division of these two contexts at the corner is arbitrary. <BR>Plan no: 29.207<BR>Accuracy rating - 4</P> &nbsp;</P> {18/04/2005 KTOOTELL}"
5371,"Rectangular in plan with moderately rounded corners, measuring 2.97m x 0.32m with a depth of 0.11m<BR>Break of slope (top &amp; base): moderately sharp<BR>U-shaped profile with straight sides (15 degrees) and a flat base<BR>Orientation: NW-SE<BR>Contains (5332) {18/04/2005 KTOOTELL}"
5375,Beam slot cut containing (5376)
5375,Beam slot cut containing (5376). Joins with beam slot [5393] and has similar dimensions. Contains a ridge which bisects the slot.&nbsp;Truncated by smaller beam slot [5805]?.&nbsp;<BR>Plan&nbsp;no: 29.211<BR>Accuracy rating - 4&nbsp;  {18/04/2005 KTOOTELL}
5375,"Linear in plan with moderately sharp corners, measuring 3.96m x 0.56m with a depth of 0.28m<BR>Break of slope (top &amp; base): moderately sharp<BR>U-shaped profile with moderately sharp sides and a flat base<BR>Orientation: NW-SE<BR>Contains (5376) {18/04/2005 KTOOTELL}"
5376,Fill of beam slot [5375]
5376,Fill of beam slot [5375] at the NE limit of the timber building. The dimensions of the beam slot were relatively wide and no nails were found within the fill suggesting that the beam was robbed. (5376) meets with beam slot fill (5339) to form a right angled corner -&nbsp;the division of these two contexts was arbitrary. Strat below (5535). Strat above [5375]. Cut by [3594]. Completely removed in 2004.<BR>Plan no: 29.206<BR>Accuracy rating - 4</P> {18/04/2005 KTOOTELL}
5376,"Firm, dark grey / brown silty clay<BR>Inclusions: 5-15% gravel (S-R) (R) (6-20mm) (2-6cm)<BR>Extent:&nbsp;3.96m x 0.56m;&nbsp;&nbsp;&nbsp; Thickness: 0.28m<BR>Clear edge definition {18/04/2005 KTOOTELL}"
5378,Backfill of beam slot
5378,"Plastic, light orange / yellow sandy clay<BR>Inclusions: 10% stones (S-A) (2-6mm);&nbsp; Frequent CBM fragments (15%) and small charcoal inclusions<BR>Extent: 1.83m x 0.62m<BR>Clear edge definition</P> {31/03/2005 KTOOTELL}"
5378,"Possible backfill to a robbed out beam slot. Several iron nails were removed from the overlying context (5339) which could be associated with this fill. This beam slot forms the south wall of the building in the NE corner, associated with other beam slot fills (5376), (5295), (5321), (5352). Unexcavated in 2004. To be completed in 2005?<BR>Plan no: 28.213<BR> {31/03/2005 KTOOTELL}"
5383,"Compact, dark brown / grey silty sand Inclusions: 2% CBM Extent: 2.53m x 0.19m Clear edge definition"
5383,Fill of beam slot [5805]
5383,"Fill of beam slot [5805], forming possible small extension to the NE building. It is more narrow that the other major beam slots and encloses a floor surface composed mainly of crushed tile. Strat below (5340). Butts (5375). Not excavated in 2004. To be completed in 2005. Plan no: 29.208 Accuracy rating - 5-ß"
5392,"Compact, pale brown / yellow silty clay Inclusions: 15-35% stones (S-R) (2-6cm);  5% CBM;  10% charcoal Extent: 2.8m x 0.18m;   Thickness: 0.12m"
5392,Fill of beam slot [5899]
5392,"Fill of beam slot [5899] which joins with beam slot [5850] to the west. Strat below (5305). Strat above (5899). Completely removed in 2005. <br />Plan no: 29.224 - In 2006, the plan was amended to include the location of beam slot nails. These have not been digitised but are on the plan for reference."
5393,"Beam slot cut at the SE limit&nbsp;of the timber building containing (5339). [5393] meets with beam slot [5375] to form a right angled corner -&nbsp;the division of these two contexts was arbitrary. Also linked to beam slot [5396].<BR>Plan no: 28.216, 28.219<BR>Accuracy rating - 4</P> &nbsp;</P> <BR>&nbsp;</P> {18/04/2005 KTOOTELL}"
5393,Beam slot cut containing (5339)
5393,"Linear in plan, measuring 6m in length&nbsp;x 0.22m wide&nbsp;at the SW end&nbsp;and 0.62m at the NE end with a variable&nbsp;depth of 0.14-0.24m<BR>Break of slope (top &amp; base): sharp on the southern edge / gradual on the northern edge<BR>Stepped sides with a flat, slightly convex&nbsp;base<BR>Orientation: SW-NE<BR>Contains (5339) {18/04/2005 KTOOTELL}"
5395,Fill of beam slot [5396]
5395,"Fill of beam slot [5396]. (5395) meets with, and is the same as beam slot fill (5339) -&nbsp;the division of these two contexts was arbitrary. This beam slot is also in line with beam slot fill (5295) but separated by Victorian trench [1287]. Also truncated by post hole [5386]. Strat below (5386). Completely removed in 2004.<BR>Plan no: 28.218<BR>Accuracy rating - 4 {18/04/2005 KTOOTELL}"
5395,"Firm, dark grey / brown silty clay<BR>Inclusions: 1-5% gravel;&nbsp; CBM (up to 15cm long)<BR>Extent: 2.3m x 0.5m;&nbsp;&nbsp; Thickness: 0.15m<BR>Fairly clear edge definition {18/04/2005 KTOOTELL}"
5396,Beam slot cut containing (5395)
5396,"Beam slot cut containing (5395), forming part of the southern most corner of the timber building. <BR>Plan no: 28.225</P> {22/04/2005 KTOOTELL}"
5396,NO CARD {22/04/2005 KTOOTELL}
5401,Floor
5401,"Footing for gravel floor (3659). It appears to have smeared over a beam slot fill. This is probably due to later spread and consolidation&nbsp;as (5401) is most likely associated with the wall which was supported by the beam, due to the fact it largely respects the beam\'s boundaries. Strat below (3659). Strat above (5412). Cut by [4618] and [1729]. Completely removed in 2004.<BR>Plan no: 15.129, 16.162<BR>Accuracy rating - 4 {15/03/2005 KTOOTELL}"
5401,"Loose, grey clayey silt with yellow and white patches<BR>Inclusions: 35-70% stones (S-R) (R) (2-6cm);&nbsp; 25-35% clay patches<BR>Clear - broken&nbsp;edge definition {15/03/2005 KTOOTELL}"
5407,"Compact, dark brown / yellow silty clay<BR>Inclusions: 5-15% stones of all shapes (6-20mm) (2-6cm);&nbsp; Occasional charcoal<BR>Extent: 0.3m x 4m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR>Much of the silt element was washed away by the heavy rainstorms of 2004 revealing three patches of orange clay and one patch of yellow clay. Clay patch 1:&nbsp;0.15m x 0.15m x 0.02-0.03m;&nbsp; Clay patch 2: 0.3m x 0.12m x 0.01-0.03m;&nbsp; Clay patch 3: 0.5m x 0.1m x 0.02-0.05m&nbsp;<BR>Diffuse edge definition  {10/03/2005 KTOOTELL}"
5407,Floor make-up
5407,"Silty clay layer below the \'lower clay\' in the southern aisle south of Room 3. Possibly part of an internal floor surface for the timber structure. After the loss of the silty part of this context,&nbsp;it looked more like a separate fill beside beam slot fill (5422)&nbsp;but the&nbsp;top silty&nbsp;layer did extend over the beam slot. Strat below (4636). Strat above (5422). Cut by [1729], [4615]. Completely removed in 2004.<BR>Plan no: 15.151 (drawn <EM>after</EM> top silty layer had washed away)  {10/03/2005 KTOOTELL}"
5411,Fill of beam slot
5411,"Hard, yellow clay <br />Inclusions: 1-5% gravel (2-6mm);&nbsp; 5-15% mortar strips (2-6cm)"
5411,"Yellow clay fill of a beam slot, seemingly broken at intervals and bordered on the NE and SW sides by thin, grey mortar strips. Butted by (6452), (6458). Not excavated in 2004. Completely removed in 2006. <br />Plan no: 15.131, 16.169;  15.163, 16.202 (multi-context) <br />Section no: 588 <br />Accuracy rating - 4"
5412,Fill of gully [5429]
5412,"Fill of gully [5429], associated with iron nail groups SF3418.1-10. Strat below (3659). Strat above (5423), [5429]. Cut by [4618], [4622] and slot 19.<BR>Plan no: 9.89, 16.167<BR>Accuracy rating - 3  {18/03/2005 KTOOTELL}"
5412,Yellow / grey clay <BR>Inclusions: 1-5% stones (S-A) (S-R) (2-6mm) (6-20mm);&nbsp; 35% flint;&nbsp; &gt;1% charcoal <BR>Thickness: 0.13m<BR>Diffuse&nbsp;edge definition {18/03/2005 KTOOTELL}
5415,"Dark, grey / black silty gravel<BR>Inclusions: 60% gravel (S-A) (S-R) ranging in size from 6mm to 20cm<BR>Extent: 4m x 4m;&nbsp;&nbsp;&nbsp; Thickness: 0.05-0.15m<BR> {18/03/2005 KTOOTELL}"
5415,Floor make-up layer
5415,"Make-up layer for a very substantial mortar-based floor in the link room. It is possible that the original floors contemporary with the timber-framed phase of this structure were cut away at the time it was renovated in order to lower the ground level enough so that the new floor (gravel (5415), mortar (3700) and surface (4581)) could be built. This context was the base for this new&nbsp;floor which in total was roughly 0.1-0.25m. Strat below (3700). Strat above (5432), (5427). Butts wall 3297. Completely removed in 2004.<BR>Plan no: 10.114, 10.115, 11.178 {18/03/2005 KTOOTELL}"
5417,Cut for step / threshold base
5417,"Foundation cut&nbsp;for&nbsp;a&nbsp;base step /&nbsp;threshold located&nbsp;in the&nbsp;middle of the southern wall of the link room and&nbsp;associated with&nbsp;the link room structure.&nbsp;The depth of this cut indicates that the step / threshold was a fairly substantial&nbsp;structure, possibly extended at the&nbsp;south western end where the cut is slightly more narrow and the fill was noticeably different (for details, see 4649). Strat below 4649.&nbsp;Cuts (5421). <BR>Plan&nbsp;no: 10.111&nbsp;&nbsp; {18/03/2005 KTOOTELL}"
5417,"Rectilinear in plan, measuring 1.565m x 0.23m with a depth of 0.32m<BR>Northern corners: right angles;&nbsp;&nbsp; Southern corners: rounded<BR>Break of slope (top &amp; base): sharp<BR>U-shaped profile with vertical sides and a flat base<BR>Orientation: E-W<BR>Contains 4649 {18/03/2005 KTOOTELL}"
5420,Beam slot cut containing (5421)
5420,"Beam slot cut on the southern edge of the link room containing (5421). This cut is truncated by [5417] - the cut for a step / threshold associated with the link room. [5420] is therefore probably a part of the timber structure previous to the stone construction phase of House 1 and has been put in the group number all the beam slot cuts (4634).<BR>Plan no: 10.117, 11.181<BR> {18/03/2005 KTOOTELL}"
5420,"Linear in plan with sharp corners, measuring 4m x 0.2m with a depth of 0.25m<BR>Break of slope (top &amp; base): sharp - 90 degrees<BR>Vertical, straight sides with a flat base<BR>Orientation: NE-SW<BR>Contains (5421)</P> {18/03/2005 KTOOTELL}"
5421,Fill of beam slot [5420]
5421,"Fill of beam slot [5420] running along the southern edge of the link room. This&nbsp;context was probably laid down to pack the beam slot when the timber / wall construction was removed as part of the rebuilding of the link room. (5421) is truncated by [5417], the foundation cut&nbsp;for a threshold or step. It is also overlain by (4636), clay spread to the south. At the south western end of (5421) there was a deposit of flint nodules (4597), which largely respected the line of the beam slot and was possibly a consolidation layer designed to combat future subsidence of the soft beam slot fill so that another wall could be built over the top (although convincing evidence&nbsp;for this wall is so far lacking - 28/07/04). Strat below (4636). Strat above [5420]. Same as (5422). Cut by [5417]. Completely removed in 2004.<BR>Plan no: 10.118, 11.182 {18/03/2005 KTOOTELL}"
5421,"Friable, dark yellow / brown silty clay<BR>Inclusions: 10% gravel (S-A) (S-R) (6-20mm) (2-6cm)<BR>Extent: 3m x 0.25m;&nbsp;&nbsp;&nbsp; Thickness: 0.2m<BR>Context was very similar to (4572) and was partially removed as belonging to (4572). It was also removed before being planned.&nbsp; {18/03/2005 KTOOTELL}"
5422,"Clay \'fill\' of a wall construction (probable \'cob\' wall) which runs along the south aisle south of Room 3 and the link room. On the southern outside edge are possible traces of finish on wall surfaces / dark mortar-like material. Strat below (5407). Strat above (5486). Cut by [1729], Slot 24 and 67. Part of Group 6513. Partially removed in 2005. Completely removed in 2006.  <br />Plan no: 10.113, 15.138;  15.160 (multi-context) <br />Section no: 706 <br />Accuracy rating - 3"
5422,Fill of a wall construction / beam slot
5422,"Soft, light orange / brown clay with greyish patches Inclusions: 5-15% stones (S-A)  Extent: 5.65m x 0.09-0.12m;   Thickness: 0.02m Clear edge definition on the south side and indistinct on the north side"
5423,Building construction deposit
5423,"Loose, grey / brown silty sand<BR>Inclusions: 15-35% stones (S-R) (2-6cm);&nbsp; 10% charcoal;&nbsp; 20% mortar<BR>Extent: 0.27m x 0.3m<BR>Diffuse&nbsp;edge definition {18/03/2005 KTOOTELL}"
5423,Small patch of mortar-like material within clay gully fill (5412) north of Room 2. Possible trample. Strat below (5412).&nbsp;Completely removed in 2004.<BR>Plan no: 16.170<BR>Accuracy rating - 4&nbsp; {18/03/2005 KTOOTELL}
5425,Fill of beam slot [5430]
5425,Fill of beam slot [5430]. Part of the timber phase of the building. Strat below (4112). Strat above [5430]. Cut by [1034]. Contemporary with [4637] and [4808]. Same as (4568). Completely removed in 2004.<BR>Plan no: 21.160<BR>Accuracy rating - 4</P> {18/03/2005 KTOOTELL}
5425,"Hard-firm, yellow / brown silty clay with traces of orange<BR>Inclusions: 50% gravel (A) (S-A) ranging in size from 2mm to 6cm<BR>Extent: 0.72m x 0.33m;&nbsp;&nbsp;&nbsp; Thickness: 0.1m<BR>Sharp edge definition {18/03/2005 KTOOTELL}"
5427,"Compact, patchily coloured silty clay/gravel (red/orange in places and dark grey in others)<BR>Inclusions: 50% gravel (S-A) ranging in size from+Ú-ß2mm to 6cm;+Ú-ß Occasional bone, pottery, charcoal and pea gravel<BR>Extent: 4m x 4m (but truncated);+Ú-ß+Ú-ß+Ú-ß+Ú-ßThickness: 0.01-0.1m<BR>Clear edge definition"
5427,"Dark, silty clay occupation layer in the link room. Strat below (5415). Strat above (5432), (4080). Cut by [1626]. Completely removed in 2004.<BR>Plan no: 10.135, 11.191, 15.150<BR>Sample no: 848<BR>Accuracy rating - 4"
5427,Occupation layer
5428,Beam slot cut containing (4637)
5428,"Beam slot cut containing (4637). Part of the timber structure of House 1 which pre-dates the stone wall foundations.&nbsp;It&nbsp;is butted by, and contemporary with beam slots [5430] and [4087]. <BR>Plan no: 21.166, 22.102<BR>Section no: 560, 561  {18/03/2005 KTOOTELL}"
5428,"Linear in plan with moderately sharp corners, measuring 4.6m x 0.39m with a depth of 0.12m<BR>Break of slope (top &amp; base): moderately sharp<BR>Straight sides witha concave base<BR>Orientation: NE-SW<BR>Contains (4637) {18/03/2005 KTOOTELL}"
5429,Gully cut containing (5412)
5429,"Gully cut containing (5412), bi-sected by slot 19. This \'gully\'-ß is later than the construction of the timber phase and extends through Room 3 and possibly just north of the link room (less than 0.5m). It\'s relationship with the beam slot clay is unclear. The gully clay definitely overlies the junction of the beam construction at the north of Room 2. Strat below (5412), (5423). Cuts (5445). Plan no: 9.93, 16.171 Accuracy rating - 4"
5429,Linear in plan bi-sected by slot 19 Dimensions: 0.85m x 0.39m x 0.12m (eastern section);-ß-ß 1.22m x 0.67m x 0.07m (western section) Break of slope (top): sharp;-ß (base): moderately sharp Straight sides with an irregular base Orientation: E-W Contains (5412)
5430,Beam slot cut containing (5425)
5430,"Rectilinear in plan, measuring 0.75m x 0.2m with a depth of 0.1-0.15m<BR>Break of slope (top &amp; base): moderately sharp<BR>Straight sides with a concave base<BR>Orientation: NE-SW<BR>Contains (5425)</P> {18/03/2005 KTOOTELL}"
5430,Small beam slot cut containing (5425). It is butted by contemporary beam slot [5428]. Part of the timber structure of House 1 which pre-dates that of the stone wall foundations. Contemporary with [5428] and [4087]. <BR>Plan no: 21.165<BR> {18/03/2005 KTOOTELL}
5432,Gravel layer
5432,"Gravel layer seen in the section of slot 22. Context number allocated for&nbsp;finds only.&nbsp;Not excavated in 2004 as it is still lower down in the stratigraphy. Strat below (5427), (4080).&nbsp;To be completed in 2005 and future seasons.<BR>Accuracy rating - 3&nbsp; {09/03/2005 KTOOTELL}"
5441,"Compact, mid yellow / brown silty clay<BR>Inclusions: 15-35% stones (S-A) (2-6mm) (6-20mm)<BR>Extent: 0.8m x 0.26m;&nbsp;&nbsp;&nbsp; Thickness: 0.2m<BR>Clear edge definition {04/03/2005 KTOOTELL}"
5441,Fill of beam slot [5752]
5441,"Fill of beam slot [5752]. (5441) and (5442) join to make the south eastern corner of the timber structure preceding the stone phase of House 1. Strat below (4152). Strat above [5752]. Contemporary with (5442). Completely removed in 2004.<BR>Plan no: 21.174, 28.192, 28.195  {04/03/2005 KTOOTELL}"
5442,"Compact, grey / brown silty clay<BR>Inclusions: 1-5% gravel (S-R) (6-20mm)<BR>Extent: 0.52m x 0.24m;&nbsp;&nbsp;&nbsp; Thickness: 0.15m<BR>Clear edge definition {04/03/2005 KTOOTELL}"
5442,Fill of beam slot [5481]
5442,Fill of beam slot [5481]. (5442) and (5441) join to make the south eastern corner of the timber structure preceding the stone phase of House 1. Strat below (4152). Strat above [5481]. Contemporary with (5441). Completely removed in 2004.<BR>Plan no: 28.188 {04/03/2005 KTOOTELL}
5443,Gravel make-up layer for floor
5443,"Heavily truncated gravel make-up layer for floor associated with the last phase of the timber framed structure. Looks to be the same as (5444) with Victorian trench [1287] cutting the two contexts in half. Strat below (4222). Cut by [1287], [4783]. Not excavated in 2004. To be completed in 2005.<BR>Plan no: 21.168 {18/03/2005 KTOOTELL}"
5443,"Loose, brown silty sand<BR>Inclusions: 35-70% gravel (S-R) (6-20mm)<BR>Extent: 0.9m x 0.3m;&nbsp;&nbsp; Thickness: 0.07m<BR>Clear edge definition {18/03/2005 KTOOTELL}"
5444,Gravel make-up for floor
5444,"Gravel make-up layer which is probably the same as (5443) with Victorian trench [1287] cutting the two contexts in half. Associated with the last phase of the timber framed structure. Probable make-up layer for floor within that structure. Strat below (4170). Cut by [1052], [1287]. Not excavated in 2004. To be completed in 2005?<BR>Plan no: 21.170 {09/03/2005 KTOOTELL}"
5444,"Loose, brown silty sand<BR>Inclusions: 35-70% stones (S-R) (6-20mm)(2-6cm)<BR>Extent: 1.9m x 0.5m;&nbsp;&nbsp;&nbsp; Thickness: 0.05m<BR>Clear edge definition {09/03/2005 KTOOTELL}"
5445,"Clay fill of beam slot [6516]. Relationship with gully cut [5429] is unclear, although the gully appears to be later than the beam slot as gully fill (5412) covered parts of the beam slot fill. Strat below (5429). Strat above [6516]. Cut by [5429]. Same as (4646). Completely removed in 2005. <br />Plan no: 16.218 <br />Accuracy rating - 4"
5445,Fill of beam slot [6516]
5445,"Hard, orange / brown clay <br />Extent: 2.63m x 0.21m <br />Diffuse edge definition"
5446,"Compact, mid beige / yellow clayey silt Inclusions: >70% stones (S-A) (S-R) (R) ranging in size from 2mm to 6cm Extent: 2.23m x 0.83m Broken edge definition"
5446,Levelling deposit / floor
5446,"Yellow gravel levelling deposit / floor. Possibly associated with the final phase of the timber building. Strat above (5495). Cut by [1034], [4604]. Contemporary with (5471). Part of group 5494. Completely removed in 2005. Plan no: 21.179 Sample no: 894, 895 Accuracy rating - 4"
5447,Floor surface
5447,"White gravel within a compact, grey silt matrix Inclusions: 70% stones (S-A) (S-R) (2-6cm);  Occasional charcoal Extent: 6.5m (N-S) x 5m (E-W) Clear edge definition"
5447,"Whiter gravel - floor surface below yellow levelling deposit. In many places, the white gravel came down onto a gritty, yellow gravel that was taken off with the white surface. Strat below (5446). Strat above (6454). Butts timber beam slots [4604],[4608] and [4208] and is part of Room 2 of the timber house. Cut by Victorian trench [1034] and [1044]. Contemporary with (4554). Part of Group 5495. Completely removed in 2005. Plan no: 20.26, 21.201, 21.202, 21.203, 21.204 Section no: 611  Sample no: 920, 921 Accuracy rating - 3"
5453,Cut / impression caused by structure
5453,"Cut / impression containing wall 3297. It is believed that [5453] was caused by the weight of wall 3297 sinking into the lower stratigraphy - possibly associated with timber building(?). Strat below 3297. Strat above (3257), (4080). <BR>Plan no: 10.124, 10.125, 15.146<BR>Accuracy rating - 4 {10/03/2005 KTOOTELL}"
5453,Linear in plan<BR>Dimensions: 3.8m x 0.24m x 0.08m (northern section);&nbsp;&nbsp; 0.95m x 0.25m x 0.15m (southern section)<BR>Break of slope (top): moderately sharp;&nbsp;&nbsp; (base): moderately rounded<BR>Mostly straight sides with a concave base<BR>Orientation: NW-NE<BR>Contains wall 3297 {10/03/2005 KTOOTELL}
5461,"Compact, mid-dark brown clayey, silty gravel<BR>Inclusions: 15-35% stones (A) (6-20mm) (2-6cm)<BR>Extent:&nbsp;0.62m (N-S) x 0.75m (E-W);&nbsp;&nbsp;&nbsp; Thickness: 0.06m<BR>Some of the deposit was washed away by rain<BR>Clear edge definition {04/03/2005 KTOOTELL}"
5461,Gravel foundation fill of [4125]
5461,"Gravel foundation fill of wall construction cut [4125] running NE-SW on the west side of the link room in House 1. Strat below wall 2083. <BR>Plan no: 10.139, 10.140, 10.142<BR>Accuracy rating - 4<BR> {04/03/2005 KTOOTELL}"
5462,Construction cut for floor
5462,"During excavation of the link room wall and floors in 2004 --ßin an attempt to explain the very odd stratigraphy --ßan idea was proposed-ßthat the link room could have been a part of the timber building before it was \'monumentalised\'. There are beam slots along the southern and probably the eastern edges. It is suggested that during the renovation of the room, when it seems to retreat away from the site where round structure 5570 was constructed, the old floor surfaces were cut away so that a new very substantial floor  could be laid without raising the ground level too much. There appear to be remnants of old floors between the excavated beam slot [5420] and the space from which (5415) was removed. Strat below [4125], [5755], [5453].-ßCuts (3257). Due to time constraints in 2004, the archaeology was protected and investigated further in 2005. Plan no: 10.126, 10.129, 10.147, 10.151, 11.194, 15.148 Accuracy rating - 4"
5462,"Square in plan measuring 5m x 6m but it is heavily-ßtruncated on both the SW and NE sides. Depth unknown Break of slope (top & base): Unknown Flat sides Contains link room floors (5415), (3700), (4587) and link room walls (group no-ß5754)"
5464,Levelling deposit
5464,"Levelling deposit for a floor surface placed after the original surface had-ßsubsided or was worn away. The deposit is located in the the northern corner of Room 3, House 1. To the north east there are other more substantial deposits of the same material along the same NE-SW beam slot. The lower level of this context appears to be a yellow / green clay that was probably used to hold a gravel layer more securely in place. Strat below (5474). Strat above (5485). Contemporary with (5494), (4847). Completely removed in 2005. Plan no: 21.189 Sample no: 890, 891 Accuracy rating - 3"
5464,"Loose yellow, poorly sorted silty gravel Inclusions: >70% gravel;-ß 1-5% flints (A) (S-A) (S-R) (6-20mm) Extent:-ß0.3m x 0.4m Clear edge definition"
5465,Gravel floor / levelling deposit
5465,"Loose, mid-yellow / brown clayey silt Inclusions: 40% gravel (S-R) (R) (6-20mm) (2-6cm) Extent: 4m x 0.5m (min) - 1.2m (max) Clear edge definition"
5465,"White gravel floor / levelling deposit in Room 3 of the timber building. Strat below-ß(5464). Butts beam slots [4555], [4087] and [4096]. Contemporary with (3961), (3684). Part of group 5498.-ßCompletely removed in 2005. Plan no: 16.185, 21.198, 21.199 Sample no: 907, 908 Accuracy rating --ß3"
5467,"Friable, fine-grained sandy silt which is yellow / brown at the western extent and burnt red at the eastern Inclusions: 60% gravel (S-R) (2-6cm) Extent: 0.56m x 0.22m;-ß-ß-ß Thickness: 0.04m Clear edge definition"
5467,Occupation deposit
5467,"Occupation layer which has accumulated through its relationship to a hearth - hence the reddish burnt clay at the eastern extent. Probable part of floor levelling. Severely truncated. Strat below (5477). Strat above (5779). Cut by [4208], [1032]. Completely removed in 2005. Plan no: 21.180  Sample no: 901"
5468,Gravel deposit
5468,"Stiff, mid-orange / brown fine sandy silt Inclusions: 70% stones of all shapes and ranging in size from 2mm to 6cm Extent: 2.2m (N-S) x 1m (E-W);  Thickness: 0.01-0.02m Clear-ßedge definition"
5468,Yellow gravel deposit which has-ßbeen truncated on two sides by beam slots [3272] and [1967] and also cut by Victorian trench [1090]. Probably levelling deposit for floor. Completely removed in 2005. Plan no: 16.175  Accuracy rating - 2
5469,Levelling deposit
5469,"Loose, pale green / yellow silty clay Inclusions: 5-15% stones (S-A) (S-R) (6-20mm) Extent: 0.87m x 0.45m;   Thickness: 0.02-0.03m Clear edge definition"
