ID,PID,CONTEXT,TYPE,FILL_OF,EXMETHOD,DESCRIP,COMPSN,NOTES
4469,C4469,5351,D,5356,Trowel,Fill of beam slot [5356],"Friable, mixed grey sandy silt<BR>Inclusions: 15-35% gravel (S-A) (6-20mm) (2-6cm);&nbsp; c. 5 fragments of CBM;&nbsp; Patches of yellow clay<BR>Extent:&nbsp;1.4m x 0.35m;&nbsp;&nbsp;&nbsp; Thickness: 0.05-0.15m<BR>Clear edge definition {18/04/2005 KTOOTELL}","Fill of beam slot [5356] running SW-NE at a 45 degree angle to the road.&nbsp;Forms a right angle with&nbsp;beam slot fill (5352). Consists largely of very mixed,&nbsp;re-deposited clay, similar in content to other re-deposited materials associated with building destruction.&nbsp;(5351) is truncated at it\'s&nbsp;north eastern&nbsp;extent by Victorian trench [1032]. It\'s continuation&nbsp;north of this truncation has been recorded as (5320). Strat below (5296).&nbsp; Completely removed in 2004.<BR>Plan no: 20.166<BR><BR><BR><BR> {18/04/2005 KTOOTELL}"
4470,C4470,5352,D,5357,Trowel,Fill of beam slot [5357],"Hard, dark-light grey gritty silty clay with patches of yellow<BR>Inclusions: 15-35% gravel (S-A) (6-20mm) (2-6cm)<BR>Extent:&nbsp;1.9m x 0.3m;&nbsp;&nbsp;&nbsp; Thickness: 0.06m<BR>Good&nbsp;edge definition {18/04/2005 KTOOTELL}","Fill of beam slot [5357] forming the SW wall of a timber structure. The fill is very mixed, suggesting that it is re-deposited material from more than one source. Strat below (5296). Strat above [5357]. Contemporary with and&nbsp;butting (5351) forming a right angle corner. Cut by Victorian trench [1032]. Completely removed in 2004.<BR>Plan no: 20.167<BR>Accuracy rating - 4 {18/04/2005 KTOOTELL}"
4471,C4471,5356,C,0,Trowel,Beam slot cut containing (5351),Rectangular in plan with right angled corners at the south western end but truncated by Victorian trench [1032] at the&nbsp;north eastern end<BR>Measures 1.1m x 0.35m with a depth of 0.05-0.15m<BR>Break of slope (top &amp; base): sharp<BR>U-shaped profile with stepped sides (especially where it butts [5357]) with a flat base<BR>Orientation: SW-NE<BR>Contains (5351) {18/04/2005 KTOOTELL},"Beam slot cut containing (5351). Together with [5357], this cut forms the corner of a timber building. [5356] is truncated at it\'s&nbsp;north eastern&nbsp;extent by Victorian trench [1032]. It\'s continuation&nbsp;north of this truncation has been recorded as [5346].<BR>Plan no: 20.175&nbsp;</P> &nbsp;</P> {18/04/2005 KTOOTELL}"
4472,C4472,5357,C,0,Trowel,Beam slot cut containing (5352),Rectangular in plan with right angled corners at the-ánorth western end but truncated by Victorian trench [1032] at the-ásouth eastern end Measures 1.9m x 0.35m with a depth of 0.05-0.1m Break of slope (top & base): sharp U-shaped profile with vertical sides and-áa flat base Orientation: NW-SE Contains (5352),"Beam slot cut containing (5352). Together with [5356], this cut forms the corner of a timber building.-áTruncated at it\'s-ásouth eastern-áextent by Victorian trench [1032].  Plan no: 20.176"
4475,C4475,5371,C,0,Trowel,Beam slot cut containing (5332),"Rectangular in plan with moderately rounded corners, measuring 2.97m x 0.32m with a depth of 0.11m<BR>Break of slope (top &amp; base): moderately sharp<BR>U-shaped profile with straight sides (15 degrees) and a flat base<BR>Orientation: NW-SE<BR>Contains (5332) {18/04/2005 KTOOTELL}","Beam slot cut containing (5332), forming the outer NE wall of a timber building. At the north western extent, [5371] forms a right angle with beam slot [5346] - the division of these two contexts at the corner is arbitrary. <BR>Plan no: 29.207<BR>Accuracy rating - 4</P> &nbsp;</P> {18/04/2005 KTOOTELL}"
4476,C4476,5375,C,0,Trowel,Beam slot cut containing (5376),"Linear in plan with moderately sharp corners, measuring 3.96m x 0.56m with a depth of 0.28m<BR>Break of slope (top &amp; base): moderately sharp<BR>U-shaped profile with moderately sharp sides and a flat base<BR>Orientation: NW-SE<BR>Contains (5376) {18/04/2005 KTOOTELL}",Beam slot cut containing (5376). Joins with beam slot [5393] and has similar dimensions. Contains a ridge which bisects the slot.&nbsp;Truncated by smaller beam slot [5805]?.&nbsp;<BR>Plan&nbsp;no: 29.211<BR>Accuracy rating - 4&nbsp;  {18/04/2005 KTOOTELL}
4477,C4477,5376,D,5375,Trowel,Fill of beam slot [5375],"Firm, dark grey / brown silty clay<BR>Inclusions: 5-15% gravel (S-R) (R) (6-20mm) (2-6cm)<BR>Extent:&nbsp;3.96m x 0.56m;&nbsp;&nbsp;&nbsp; Thickness: 0.28m<BR>Clear edge definition {18/04/2005 KTOOTELL}",Fill of beam slot [5375] at the NE limit of the timber building. The dimensions of the beam slot were relatively wide and no nails were found within the fill suggesting that the beam was robbed. (5376) meets with beam slot fill (5339) to form a right angled corner -&nbsp;the division of these two contexts was arbitrary. Strat below (5535). Strat above [5375]. Cut by [3594]. Completely removed in 2004.<BR>Plan no: 29.206<BR>Accuracy rating - 4</P> {18/04/2005 KTOOTELL}
4479,C4479,5383,D,5805,Trowel,Fill of beam slot [5805],"Compact, dark brown / grey silty sand Inclusions: 2% CBM Extent: 2.53m x 0.19m Clear edge definition","Fill of beam slot [5805], forming possible small extension to the NE building. It is more narrow that the other major beam slots and encloses a floor surface composed mainly of crushed tile. Strat below (5340). Butts (5375). Not excavated in 2004. To be completed in 2005. Plan no: 29.208 Accuracy rating - 5-ß"
4484,C4484,5393,C,0,Trowel,Beam slot cut containing (5339),"Linear in plan, measuring 6m in length&nbsp;x 0.22m wide&nbsp;at the SW end&nbsp;and 0.62m at the NE end with a variable&nbsp;depth of 0.14-0.24m<BR>Break of slope (top &amp; base): sharp on the southern edge / gradual on the northern edge<BR>Stepped sides with a flat, slightly convex&nbsp;base<BR>Orientation: SW-NE<BR>Contains (5339) {18/04/2005 KTOOTELL}","Beam slot cut at the SE limit&nbsp;of the timber building containing (5339). [5393] meets with beam slot [5375] to form a right angled corner -&nbsp;the division of these two contexts was arbitrary. Also linked to beam slot [5396].<BR>Plan no: 28.216, 28.219<BR>Accuracy rating - 4</P> &nbsp;</P> <BR>&nbsp;</P> {18/04/2005 KTOOTELL}"
4485,C4485,5395,D,5396,Trowel,Fill of beam slot [5396],"Firm, dark grey / brown silty clay<BR>Inclusions: 1-5% gravel;&nbsp; CBM (up to 15cm long)<BR>Extent: 2.3m x 0.5m;&nbsp;&nbsp; Thickness: 0.15m<BR>Fairly clear edge definition {18/04/2005 KTOOTELL}","Fill of beam slot [5396]. (5395) meets with, and is the same as beam slot fill (5339) -&nbsp;the division of these two contexts was arbitrary. This beam slot is also in line with beam slot fill (5295) but separated by Victorian trench [1287]. Also truncated by post hole [5386]. Strat below (5386). Completely removed in 2004.<BR>Plan no: 28.218<BR>Accuracy rating - 4 {18/04/2005 KTOOTELL}"
4505,C4505,5027,C,0,Trowel,Post hole cut containing (2922)=(5030),"Oval in plan, measuring 0.88m x 0.76m with a variable depth of 0.38-0.58m<BR>Break of slope (top): moderately rounded;&nbsp;&nbsp;&nbsp; (base): rounded<BR>U-shaped profile (higher on the NE side) with straight sides (35 degrees) and a flat base<BR>Orientation: SW-NE<BR>Contains (2922)=(5030) {19/04/2005 KTOOTELL}","Cut of a post hole originally excavated during the 2000 season but only the fill (2922) was recorded. During the 2004 season,&nbsp;[5027] was cleaned up (hence remnant fill context (5030)) in order to re-define and record the cut. It has probably enlarged slightly since 2000 but on the basis of a pre-ex plan, not substantially. Cuts (2664).<BR>Plan no: 12.130<BR>Accuracy rating - 4</P> {19/04/2005 KTOOTELL}"
4609,C4609,5338,D,0,Trowel,Burnt patch,70% charcoal within a silty matrix Inclusions: 5% CBM;  5-15% stones (S-R) (6-20mm) (2-6cm) Extent: 1m x 1m,Patch of burning in the base of a slump. Possibly from a fire burning in an exterior yard. Strat below (5972). Strat above (6002). Completely removed in 2005. Plan no: 20.215 Accuracy rating - 5
4616,C4616,5365,D,0,Trowel,CBM spread,NO CARD {22/04/2005 KTOOTELL},"CBM spread. <BR>Plan no: 28.211, 29.202 {22/04/2005 KTOOTELL}"
4619,C4619,5392,D,0,Trowel,Fill of beam slot [5899],"Compact, pale brown / yellow silty clay Inclusions: 15-35% stones (S-R) (2-6cm);  5% CBM;  10% charcoal Extent: 2.8m x 0.18m;   Thickness: 0.12m","Fill of beam slot [5899] which joins with beam slot [5850] to the west. Strat below (5305). Strat above (5899). Completely removed in 2005. <br />Plan no: 29.224 - In 2006, the plan was amended to include the location of beam slot nails. These have not been digitised but are on the plan for reference."
4620,C4620,5396,C,0,Trowel,Beam slot cut containing (5395),NO CARD {22/04/2005 KTOOTELL},"Beam slot cut containing (5395), forming part of the southern most corner of the timber building. <BR>Plan no: 28.225</P> {22/04/2005 KTOOTELL}"
4723,C4723,5585,D,0,Trowel,Floor within round house 5570,"Compact, mid yellow / orange clay with brown patches Inclusions: >70% stones of all shapes and ranging in size from 2mm to 6cm;  5% CBM flecks;  10% charcoal flecks Extent: 7.6m x 7.2m;   Thickness: 0.2m Clear edge definition","Very good floor surface made of beaten clay, well sorted gravel and crushed CBM within round house 5570. Cut by several pits containing votive offerings - [6606], [6551], [6620], [6136], [6138], [6065] - all of which were sealed by subsequent clay floor surface (5556). Strat below (6149), (6574), (6580). Strat above (6618), (6081). Completely removed in 2005. Plan no: 2.132, 2.133, 3.110, 10.152, 11.258, 11.268 Accuracy rating - 5"
4724,C4724,5586,D,0,Trowel,Silty gravel occupation spread,"Compact, grey / brown silty sand Inclusions: 35-70% stones (S-A) (2-6cm) (6-20cm);  10% clay;  1% bone Extent: 2m (N-S) x 1m (E-W);   Thickness: 0.02-0.08m (variable)","Dark, gravelly occupation spread, probably the equivalent to (3385) but physically separated. Strat below (3313). Strat above (3033). Cut by [2727], [1702], [1408], [1520]. Partially removed in 2005. Plan no: 3.111, 3.112"
4727,C4727,5589,D,6064,Trowel,"Burnt, charcoal-rich fill of pit [6064]","Soft, black fine silt Inclusions: 1-5% stones (A) (S-A) (2-6mm) (6-20mm);  50-60% charcoal;  10% clay;  5% burnt bone Extent: 0.45m in diameter;   Thickness: 0.12m","Burnt, charcoal-rich fill of pit [6064]. Not a burnt vessel, but one of a series of charred, placed deposits along the south eastern side of round house 5570. Large lumps of charcoal were recovered from the side and base of the deposit whilst the middle comprised of burnt silt, including burnt bone and clay lumps. Possibly indicative of a wooden vessel burnt in situ. Beneath the charcoal lining the side and base were large stones set in the burnt silt (6071). Strat below (6056)=(4420). Strat above (6065). Completely removed in 2005. Plan no: 11.201 Sample no: 905 (GBA) Accuracy rating - 5"
4731,C4731,5593,D,0,Trowel,Occupation deposit,"Compact, dark brown / black fine grit Inclusions: 5-15% grit Extent: 0.9m x 0.38m x 0.15m;   Thickness: 0.003-0.005m","Occupation deposit. Part of lobby sequence (5506), (5518), (5544). Strat below (5506), (5518). Strat above (6052). Completely removed in 2005. Plan no: 11.196 Accuracy rating - 4"
4739,C4739,6051,D,0,Trowel,Clay levelling deposit,"Hard, yellow / brown clay No inclusions Extent: 0.46m x 0.39m;  Thickness: 0.05m",Clay levelling deposit overlying a gravel layer. May have acted as a post pad or to fill a dip within the gravel layer. Strat below (3385). Strat above (3033). Completely removed in 2005. Plan no: 10.154 Accuracy rating - 3
4740,C4740,6052,D,0,Trowel,Floor,"Compact, yellow clay Inclusions: 1-5% stones (S-A) (2-6mm);  Occasional charcoal flecks Extent: 0.4m x 0.23m x 0.43m;  Thickness: 0.08m",Floor surface. Part of the stone phase sequence. Strat below (5593). Strat above (6057). Completely removed in 2005. Plan no: 11.198 Accuracy rating - 4
4744,C4744,6056,D,0,Trowel,Floor,"Hard, baked red / yellow / orange clay Inclusions: 1-5% stones (A) (S-A) (2-6mm) Extent: 0.35m in diameter;   Thickness: 0.04m",Equivalent of clay floor surface (5556) that has been laid over cut [6064] within round house 5570 and then dropped into the inside of the pot. Strat below (3925). Strat above (5589). Same as (5556). Completely removed in 2005. Plan no: 11.195 Sample no: 909 (GBA) Accuracy rating - 4
4745,C4745,6057,D,0,Trowel,Occupation layer,"Compact, dark brown / black silty clay Inclusions: stones and charcoal flecks Extent: 0.6m x 0.25m x 0.7m x 0.45m;   Thickness: 0.003-0.005m Diffuse edge definition","Possible occupation layer. Part of the sequence of the stone phase building. Strat below (6052). Strat above (6070), (6076). Completely removed in 2005. Plan no: 11.199 Accuracy rating - 4"
4748,C4748,6060,D,0,Trowel,Isolated spread,"Firm, light grey silt with pale yellow clay patches Inclusions: 35-70% stones (S-R) (2-6cm) Extent: 0.8m x 1m;   Thickness: 0.015m Vague edge definition",Isolated spread on top of the \'lane\' gravel (3033). Strat below (3385). Completely removed in 2005. Plan no: 3.117 Accuracy rating - 3
4749,C4749,6061,D,0,Trowel,Clay spread,"Compact, orange / brown clay Inclusions: 5-15% stones (S-A) (S-R) (6-20mm) (2-6cm);  1% charcoal Extent: 0.7-0.8m in diameter;   Thickness: 0.005-0.03m",Clay spread with evidence of burning. Situated near to suspected beam slots next to round house 5570. Strat below (4417). Strat above (6074). Completely removed in 2005. Plan no: 10.156 Accuracy rating - 4
4750,C4750,6062,D,6065,Trowel,Fill of fire pit [6065],"Friable, black clayey silt but predominantly charcoal Inclusions: 1% stones (S-R);  Occasional burnt bone Extent: 0.4m x 0.3m;   Thickness: 0.095m Clear edge definition","Fill of fire pit [6065] on the southern periphery of round house 5570. It may have a parallel in another charcoal-filled pit  [6064] also on the southern edge of the round house. (6062) was found to contain mostly charcoal with some burnt bone. It may represent a fire pit but it is more likely that the burning was not in-situ. Strat below (5556). Strat above [6065]. Completely removed in 2005. Plan no: 2.117 Sample no: 928 (GBA), 929 (XRF) 100% sampled Accuracy rating - 5"
4751,C4751,6063,D,0,Trowel,Silty spread,"Loose, light brown loamy silt Inclusions: 15-35% stones (S-A) (S-R) (R) ranging in size from 2mm to 6cm Extent: 0.8m x 0.6m;   Thickness: 0.01-0.06m Clear edge definition",Small spread of loamy silt on top of a yellow clay. Possibly an accumulation of silt washed down from higher deposits. Strat below (4081). Strat above (6075). Completely removed in 2005. Plan no: 10.157 Accuracy rating - 4
4752,C4752,6064,C,0,Trowel,"Pit cut containing burnt deposits (6056), (5589) and (6071)","Circular in plan, measuring 0.5m in diameter with a depth of 0.2m Break of slope (top): sharp - 70-90 degrees;    (base): rounded U-shaped profile with concave sides and base Contains (6056), (5589), (6071)","Pit cut containing placed deposits of burnt material. Lined with silt and stone (6071) and contained charcoal fill (5589). Capped with (6056) which is part of clay floor (5556), possibly deposited whilst the embers were still hot due to the hard baked and burnt colouring of the clay. Strat below (6071). Cuts (6135).  Plan no: 11.206 Accuracy rating - 5"
4753,C4753,6065,C,0,Trowel,Cut of fire pit containing (6062),"Sub-circular in plan, measuring 0.38m x 0.29m with a depth of 0.13m Break of slope (top & base): moderately sharp U-shaped profile with concave-straight sides and a slightly concave base Orientation: NW-SE Contains (6062)",Small pit containing (6062) on the southern periphery of round house 5570 and cut into the sequence of clay and gravel floors. Filled by a silty clay containing much charcoal and some burnt bone - possibly burnt in-situ. [6065] may have been dug specifically for the burning of this material. It is matched by another pit containing burnt material - [6064] which is also situated on the southern edge of the round house. Possible votive use. Strat below (6062). Strat above (5585).  Plan no: 2.118 Accuracy rating - 5
4758,C4758,6070,D,0,Trowel,Repair to clay floor,"Compact, pale yellow / green clay No inclusions Extent: 0.31m x 0.32m Clear edge definition",Repair to clay floor. Strat below (6057). Strat above (6082). Completely removed in 2005. Plan no: 11.202 Accuracy rating - 4
4759,C4759,6071,D,6064,Trowel,Lining of pit [6064],"Soft, brown fine silt Inclusions: >70% stones (S-A) (S-R) (R) ranging in size from 2mm to 6cm Extent: 0.5m in diameter;   Thickness: 0.05m",Lining of charcoal-filled pit [6064]. Stone lining set in silt. Strat below (5589). Strat above [6064]. Completely removed in 2005. Plan no: 11.209 Accuracy rating - 5
4762,C4762,6074,D,0,Trowel,Spread,,To be completed in 2006.
4763,C4763,6076,D,0,Trowel,Occupation layer,"Soft-powdery, dark brown / black fine silt No inclusions  Extent: 0.42m (E-W) x 0.23m (N-S);   Thickness: 0.005m Moderately sharp edge definition","Fine, silty layer - possibly part of an occupation deposit relating to a floor context. Strat below (6057). Strat above (6082). Completely removed in 2005. Plan no: 11.203"
4764,C4764,6077,D,0,Trowel,Silty gravel spread,"Hard-compact, light brown silty gravel Inclusions: 15-35% stones (S-A) (S-R) ranging in size from 2mm to 20cm Extent: 1.5m x 1m (main part);  0.3m x 0.2m (isolated patch);  Thickness: 0.005-0.03m",Silty gravel spread - possible remnant of (4081). Strat below (4081). Strat above (6074). Plan no: 10.160
4768,C4768,6081,D,6572,Trowel,Charcoal-rich fill of pit [6572],"Soft, dark black / brown clayey silt Inclusions: 75% charcoal;  25% burnt bone;  1% stones (S-A) (2-6mm) Extent: 0.5m x 0.55m;   Thickness: 0.05m","Charcoal-rich fill of pit [6572] cut through the large, gravel make-up layer of round house 5570. Fill contains much burnt bone but the burning does not appear to have occurred in-situ. Cut by later charcoal-filled pits [6064] and [6602]. Strat below (5585). Strat above [6572]. Completely removed in 2005. Plan no: 11.262 Sample no: 952 (GBA) 100% sample Accuracy rating - 5"
4769,C4769,6083,D,0,Trowel,Charcoal spread,"Friable, dark grey silt Inclusions: 50% charcoal;  15-35% stones Thickness: 0.03m Clear edge definition",Isolated charcoal spread. Strat below (4424). Strat above (6093). Completely removed in 2005. Plan no: 11.205 Accuracy rating - 4
4770,C4770,6082,D,0,Trowel,Clay layer,"Hard, mid orange / red clay No inclusions  Extent: 1.4m x 1.6m Clear edge definition",Thin clay layer in the lobby floor sequence. Clay scorched by burning. Strat below (6076). Strat above (6087). Completely removed in 2005. Plan no: 11.204
4771,C4771,6084,D,6132,Trowel,Fill of beam slot [6132],"Compact, brown / yellow silty clay Inclusions: 30% stones (S-A) (S-R) (6-20mm) (2-6cm);  1% charcoal Extent: 5m x 0.3m;   Thickness: 0.06-0.08m","Fill of beam slot [6132] at right angles to beam slot [6124], north east of round house 5570. Nine iron nails accompanied the fill and all were recorded in 3D as 3848.1-9. Strat below (4081). Strat above [6132]. Completely removed in 2005. Plan no: 10.163, 11.267 Section no: 692A, 692B, 692C"
4772,C4772,6085,D,0,Trowel,Discrete dump,"Compact, brown / grey silty clay Inclusions: 5-15% stones (R) (2-6mm) (2-6cm);  10% CBM flecks (c.1cm);  1% pot sherds;  1% bone;  5% charcoal   Extent: 0.36m x 0.26m;   Thickness: 0.075m Sharp edge definition",Discrete dump of silty clay with CBM flecks and charcoal. Possibly floor sweepings. Strat below (3631). Completely removed in 2005. Plan no: 2.123 Accuracy rating - 3
4774,C4774,6087,D,0,Trowel,Silty layer,"Compact, dark brown / black fine silt No inclusions  Extent: 1.23m x 0.59m","Thin, silty layer associated with occupation within the \'lobby\' area. Strat below (6082). Strat above (6092). Completely removed in 2005. Plan no: 11.207"
4778,C4778,6091,D,0,Trowel,Layer,"Friable, light brown gritty sandy silt Inclusions: 5-15% stones (S-R) Extent: 1.1m x 0.4m;   Thickness: 0.005m",Thin clay layer overlying the clay lining (4419) of round house 5570. Possibly a remnant of overlying yellow construction clay (1818).  Plan no: 2.128
4779,C4779,6092,D,0,Trowel,Clay layer,"Compact, dark orange / yellow clay No inclusions  Extent: 1.27m x 1.8m Clear edge definition","Clay layer. Part of a sequence of floors. Strat below (6087). Strat above (6117). Cut by [4124]. Completely removed in 2005. Plan no: 11.210, 11.211 Accuracy rating - 4"
4780,C4780,6093,D,0,Trowel,Gravel spread,"Friable, grey / brown gravelly silt Inclusions: 15-35% stones of all shapes and ranging in size from 2mm to 6cm Extent: 1.67m x 1.84m;   Thickness: 0.05m","Gravel spread in the south east corner of the SW House. Bi-sected by construction cut [3378]. Spreads over corridor beam slot [4510]. Strat below (6083). Strat above (6569), (6607). Completely removed in 2005. Plan no: 11.212, 11.213, 11.218 Accuracy rating - 4"
4784,C4784,6098,D,0,Trowel,Burnt clay spread,"Friable, brown / orange clay mixed with a loose loam Inclusions: 5-15% stones (S-A) (2-6mm) (6-20mm);  2% charcoal Extent: 0.2m x 0.3m;   Thickness: 0.02m",Burnt clay spread with a mixed consistency. Possible small rubbish deposit or hearth waste. Strat below (4081). Strat above (4441). Completely removed in 2005. Plan no: 10.167 Accuracy rating - 3
4786,C4786,6100,D,0,Trowel,Silt spread,"Fine, dark brown silty sand Inclusions: 10% stones (S-R) (6-20mm) Extent: 1.15m x 0.1-0.18m;   Thickness: 0.01m Quite clear edge definition","Silt spread overlying gravel on ridge. Strat above gravel (3665)=(3033). Cut by [3627]. Same as (3605). Completely removed in 2005. Plan no: 3.124, 10.168 Accuracy rating - 4"
4789,C4789,6103,D,0,Trowel,Clay layer,"Compact, dark orange / yellow clay No inclusions  Extent: 0.55m x 0.72m Clear edge definition",Clay layer - one of a sequence of floors and make-ups. (6103) is only present in one corner of a possible structure and therefore may be a repair to a floor. Strat below (5544). Strat above (6560). Completely removed in 2005. Plan no: 11.214
4793,C4793,6109,D,0,Trowel,Gravel spread,"Compact, yellow silty gravel Inclusions: 35-70% stones (S-R) (2-6cm) Thickness: 0.005m Vague edge definition","Gravel spread - very similar to make-up (5585) inside round house 5570, but situated on the outside at the south side. If it is a \'spill-over\' from (5585), it raises the question of walls again. Strat below (4361). Strat above round house clay lining (4419). Completely removed in 2005. Plan no: 2.127 Accuracy rating - 4"
4798,C4798,6117,D,0,Trowel,Occupation layer,"Loose, dark brown / black silt No inclusions Extent: 1.81m (N-S) x 1.83m (E-W);   Thickness: 0.005m",Occupation layer. (6117) is the very last context in the \'lobby\' sequence to go with the stone phase of the SW House as it overlies beam slot [6142]/(6141) whilst underlying contexts are all cut by [6142]. Strat below (4130). Strat above (6141). Completely removed in 2005. Plan no: 11.217 Accuracy rating - 4
4803,C4803,6122,D,0,Trowel,Floor / patching repair,"Compact, mid orange / brown slightly gritty silt Extent: 1.3m (N-S) x 1.36m (E-W) Clear edge definition","Very patchy remnant of either a floor surface or a patching repair to an underlying surface relating to the sequence of floors in the \'lobby\' area. Strat below (6092). Strat above (6131). Cut by [1170], [4124]. Completely removed in 2005. Plan no: 11.219 Accuracy rating - 3"
4805,C4805,6124,C,0,Trowel,Beam slot cut containing (4441),"Two sub-rectangular sections in plan, measuring (0.6m x 0.1m x 0.02m) and (0.4m x 0.1m x 0.02) respectively Break of slope (top): moderately sharp;   (base): rounded Concave sides and a flat base Orientation: SW-NE Contains (4441) The SW extent of [6124] may have been lost due to cleaning hence the reason why the fill appears to extend further than the cut.",Beam slot cut containing (4441) - the SW-NE return of beam slot [6132]. 12 nails were excavated from the base of the fill of this beam slot. Strat below (4441). Cuts (6074). Truncated away by [4124] which completely obliterates where it was supposed to continue through the \'link room\'.  Plan no: 10.173 Accuracy rating - 4
4808,C4808,6127,D,0,Trowel,Levelling deposit,"Friable, grey / yellow clay Inclusions: 1-5% stones (S-R) (6-20mm) (2-6cm);  1% CBM flecks;  1% charcoal;  5% purple burnt clay;  1% silty sand;  1% bone Extent: 2.5m x 0.8m;   Thickness: 0.01m Diffuse edge definition","Levelling deposit containing burnt clay inclusions as possible trample associated with the hearth south east of round house 5570. Very similar and adjacent to spread (5530) excavated in 2004. It seems to be contemporary activity with the later floors of round house 5570. Strat below (6607). Strat above (6568), (6637). Cut by [1170], [4364]. Completely removed in 2005. Plan no: 11.220 Accuracy rating - 3"
4811,C4811,6130,D,0,Trowel,Discrete gravel patches,"Compact, dark grey / brown sandy silt Inclusions: 15-35% stones (S-A) (S-R) of all sizes Extent: 0.3m x 0.4m (patch 1);  0.6m x 0.6m (patch 2);  1m x 1m (patch 3) Reasonably clear edge definition","Raised gravel patches. Possibly repairs to the underlying silt surface. Present around late Roman pits in old Room 7 of the SW House (Group 5577). Strat below (4364). Cut by [1571], [4364], [1463]. Completely removed in 2005. Plan no: 11.221, 12.142 Accuracy rating - 4"
4812,C4812,6131,D,0,Trowel,Floor,"Compact, dark brown / yellow clay with three orange sandy patches (c. 0.15-0.2m in size each) Inclusions: 35% stones (concentrated in the centre of the deposit);  3 fragments of wall plaster c.0.01-0.3m in size  Thickness: 0.005-0.07m (thicker as the SW edge) Clear edge definition",Latest floor in the \'lobby\' sequence to go with the beam slot timber phase as it\'s cut by beam slot [6142]. Strat above (6558). Completely removed in 2005. Plan no: 11.222 Accuracy rating - 5
4813,C4813,6132,C,0,Trowel,Beam slot cut containing (6084),"Rectangular in plan with moderately sharp corners, measuring 4m x 0.3m with a depth of 0.06m Break of slope (top & base): rounded Shallow U-shaped in profile with concave sides and an irregular base Contains (6084)","Beam slot cut containing (6084) - the SE-NW return of beam slot [6124]. Strat below (6084). Strat above (6074).  Plan no: 10.175, 11.236 Section no: 692A-C Accuracy rating - 4"
4815,C4815,6135,D,0,Trowel,Burnt clay floor,"Hard, black clay Inclusions: 50% charcoal Extent: 1.1m x 2m (patch 1);  0.3m x 0.5m (patch 2);  2.1m x 0.9m (patch 3);   Thickness: 0.02m (max) Clear edge definition","Burnt clay floor. Either localised burning on top of (5585) or the remains of a larger surface that used to exist on top of (5585). Strat above (6571). Cut by [6064], [6602], [6583]. Completely removed in 2005. Plan no: 11.223, 11.227"
4816,C4816,6136,C,0,Trowel,Stake hole cut containing (6137),"Circular in plan, measuring 0.05m in diameter with a depth of 0.11m Break of slope (top): sharp;   (base): rounded U-shaped profile with vertical sides and a concave base Contains (6137)",Stake hole cut containing (6137). Near stake hole [6138] by hearth 4407 but earlier in the sequence within round house 5570. Both are sealed by clay floor (5556) and cut floor/make-up layer (5585).  Plan no: 11.225 Accuracy rating - 5
4817,C4817,6137,D,6136,Trowel,Fill of stake hole [6136],"Firm, grey / black silty clay Extent: 0.05m in diameter;   Thickness: 0.11m Good edge definition",Fill of stake hole [6136] which is completely different than the yellow clay fill of adjacent stake hole [6138]. Strat below (5556). Strat above [6136]. Completely removed in 2005. Plan no: 11.224 Accuracy rating - 5
4818,C4818,6138,C,0,Trowel,Stake hole cut containing (6139),"Circular in plan, measuring 0.09m in diameter with a depth of 0.13m Break of slope (top & base): sharp U-shaped profile with vertical sides and a flat base Contains (6139)",Stake hole cut containing (6139) near hearth 4407 and stake hole [6136]. Both [6138] and [6136] are earlier than hearth 4407 and are sealed by clay floor (5556) and cut floor/make-up layer (5585).  Plan no: 11.225 Accuracy rating - 5
4819,C4819,6139,D,6138,Trowel,Fill of stake hole [6138],"Firm, yellow clay Extent: 0.09m in diameter;   Thickness: 0.13m Clay is clean from the previous context Clear edge definition",Fill of stake hole [6138) which is completely different than the dark silt fill of adjacent stake hole [6136]. Strat below (5556). Strat above [6138]. Completely removed in 2005. Plan no: 11.224 Accuracy rating - 5
4821,C4821,6141,D,6142,Trowel,Fill of beam slot [6142],"Soft-friable, light brown clayey silt Inclusions: 1% bone;  1% charcoal Extent: 0.2m x 0.15m;   Thickness: 0.2m",Fill of beam slot [6142] - a continuation south westwards of beam slot [5420]. Originally seen in Slots 37 and 38 and previously interpreted as a \'rodent intrusion\'. Strat below (6117). Strat above [6142]. Completely removed in 2005. Plan no: 11.226 Section no: 693 Accuracy rating - 4
4822,C4822,6142,C,0,Trowel,Beam slot cut containing (6141),"Oblong in plan, measuring 0.2m x 0.15m with a depth of 0.2m Break of slope (top & base): moderately sharp Convex SE side and a straight NW with a flat base Contains (6141)","Beam slot cut containing (6141) which is a continuation south westwards of beam slot [5420]. Originally seen in Slots 37 and 38 and previously interpreted as a \'rodent intrusion\'. Strat below (6141). Strat above (6558), (4117).  Plan no: 11.228 Section no: 693 Accuracy rating - 4"
4826,C4826,6146,D,6551,Trowel,Fill of possible post hole / pit (6551),"Friable, yellow / grey / brown clayey silt Inclusions: 40% stones (S-R) ranging in size from 2mm to 6cm Extent: 0.7m x 0.35m;   Thickness: 0.11m Quite clear edge definition",Upper fill of possible post hole / pit [6551]. Strat below (5556). Strat above (6150). Cut by wall construction trench [3627]. Completely removed in 2005. Plan no: 3.134 Section no: 697 Accuracy rating - 4
