"REC_TYPE","FNO","TYPE","DETAILS"
"SA",850,"D","<SPAN>10 litres of soil processed in 2004. Samle exposed for 2 days. Sample taken from clay hearth, for metallurgy and because of suspected charred plant remains.</SPAN>"
"BF",50199,"D","Daub 10.70g 2004"
"SA",838,"D","<SPAN>Sample taken from hearth deposit. Exposed for days.</SPAN>"
"SA",840,"D","<P><SPAN>10 litres of soil processed in 2004. Exposed for days. Sample taken from hearth deposit with charcoal.</SPAN></P>"
"SF",3602,"D","<SPAN>Lozenge-shaped iron object, almost a flat sheet but near to the top there is a protruberance through the centre. ?oval on the top but with a point on the reverse. </SPAN> [sig:23/11/2004 SWILLIAMS]   Clenched nail shank. Measurement gives bent length. [13/04/2006 N.Crummy]"
"SF",3602,"C","X-ray no: CX 1080"
"BF",50258,"D","Teeth 15.14g 2004"
"BF",50301,"D","Roman pottery 2004"
"BF",50304,"D","Fe nails 10g 2004"
"SA",843,"D","<SPAN>6 litres of soil processed in 2004. sample exposed for 2 days, contaminated by wind-blown dust. sample taken from charcoal deposit.</SPAN>"
"BF",50511,"D","Roman pottery 2004"
"SF",3968,"D","Sherd of dark green glass sports cup. Some raised relief visible on the sherd, especially the leg of a figure. Ref: R-B Glass vessels A Handbook p.63 Fig.16. See Also SF3969.  [sig:Sandie Williams 21.3.2006]"
"SF",3969,"D","Sherd of dark green glass sports cup. Some raised relief visible.  In association with SF3968 as they join up. For ref: see SF3968.  [sig:Sandie Williams 21.3.2006]"
"SA",1053,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1042,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1041,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1040,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1039,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1038,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1037,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1036,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of House 1 site.</SPAN>"
"SA",1035,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the round structure at the SW end of the House 1 site.</SPAN>"
"BF",50561,"D","Roman pottery including Samian 80g 2005<span class="
"BF",50564,"D","Fe nails 2005<span class="
"BF",50568,"D","Animal bone including teeth 40g 2005<span class="
"BF",50631,"D","Roman pottery 2004"
"SA",1242,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1241,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1240,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1239,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1238,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floor of the round structure.</SPAN>"
"SA",1238,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floor of the round structure.</SPAN>"
"SA",1237,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1236,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the floor of the round structure.</SPAN>"
"SA",1235,"D","<SPAN>Taken to look for metallurgy in the floor of the round structure.</SPAN>"
"SA",1234,"D","<SPAN>Taken for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SA",1233,"D","<SPAN>Taken to look for XRF analysis to look for metallurgy in the round structure.</SPAN>"
"SF",4045,"D","Langton Down brooch, complete. Head rounded, fluted bow, large triangular hole in catchplate. [6/04/2006 N.Crummy]"
"SF",4045,"C","COLEM: C050978. Date in: ---08-05. Date finished:---01-06. Condition: Fair; complete except for slight losses to edges. Encrusted with thick gritty corrosion and compacted soil. Has remains of a smooth brown/green patina underlying this but disrupted by pitting and other surface loss. This has exposed paler active corrosion in the core. Small traces of white metal layer surviving in places. Treatment: Removed corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"BF",50851,"D","Roman pottery 30g (1 bag) 2005"
"BF",50854,"D","Slag 2005"
"BF",50855,"D","Roman glass 2005"
"BF",50858,"D","Animal Bone 5g (1 bag) 2005"
"BF",50861,"D","Roman pottery including Samian 800g (1 bag) 2005"
"BF",50864,"D","Fe nails 2005"
"BF",50865,"D","Roman glass 2005"
"BF",50868,"D","Animal bone including teeth 10g (1 bag) 2005"
"SA",905,"D","<SPAN>13 litres processed in 2005. Sample area exposed for days. Deposit 100% sampled due to abundance of charred plant remains in this small pit containing burning.</SPAN>"
"SA",933,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the round structure at the SW end of House 1 site.</SPAN>"
"BF",50894,"D","Magnetised material from Environmental sample <905> 2005"
"BF",50898,"D","Animal Bone 140g (2 bags) including samples from Environmental sample <905> 2005"
"BF",50899,"D","Charcoal including samples from Environmental sample <905> 2005"
"SA",936,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"SA",937,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"BF",52681,"D","Roman pottery 100g 2005"
"BF",52688,"D","Animal Bone including teeth 25g 2005"
"SF",3764,"D","<SPAN>Amorphous lump of burnt clay with some green staining; ?from burning.</SPAN> [sig:27/09/2005 NCRUMMY] Tiny fragment of cu alloy encrusted onto what may be a piece of slag and CBM."
"SF",3764,"C","<SPAN>Deselected.</SPAN>"
"SF",3766,"D","Two fragments of thin sheet. One has adjacent original edge set at an angle slightly greater than 90 degrees. The other is a strip (edges, if original are damaged along whole length) curled into a loose coil. There is some possibility that this is part of the binding from a priestly sceptre - see M.G.O'Connell and J.Bird, 'The Roman temple at Wanborough, excavation 1985-1986', Surrey Archaeol. Coll. 82 (1994), figs 31-2, pl. 28. [6/04/2006 N.Crummy]      On Plan 15.153."
"SF",3766,"C","COLEM: C050946. Date in: 21-09-05. Date finished: 08-02-06. Condition: Upon receipt was concreted to a lump of hardened and compacted stoney soil. Generally fragile; one end has almost sheared away. Surface has a mottled greenish patina, smooth in parts, but largely disrupted by pitting. Some areas of pale powdery corrosion, possibly active. Edges are very deteriorated and fragile: minute fragments and copper dust found in surrounding soil. Treatment: Removed corrosion/soil wher possible - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3778,"D","Complete L-shaped lift key. Very corroded. Plain square sectioned stem with a rolled bow. Bit has two teeth, and is quite flat in section. Ref: Manning pp 90-92, Fig 029. On Plan 15.153.[S. Williams, 2005]   L-shaped lift-key with the stumps of the two teeth remaining. Compare with Manning 1985, Pl. 40, 026, 028. [13/04/2006 N.Crummy]"
"SF",3778,"C","X-ray no: CX 1085"
"SF",3790,"D","Small fragment of iron sheet. [13/4/2006 N.Crummy]   On Plan 15.153."
"SF",3790,"C","X-ray no: CX1080"
"SF",3793,"D","Large nail-like object, broken into two pieces consisting of the head and shaft. There appears to be wood corroded onto the metal of the nail. Nail is bent over at the centre to form an 'L' shape. On Plan 15.153. S.Williams 2006  Two nail shank fragments corroded together at right-angles, with a detached nail head. Manning Type 1B [13/04/2006 N.Crummy]"
"SF",3793,"C","X-ray no: CX1080"
"SF",3796,"D","Unknown object of iron. Completely encrusted. Possibly thin blade as what is visible is flat in section. Has what may possibly be wood corroded onto the surface.  Sandie Williams 13.2.2006   Fragment of nail shank with longitudinal wood grain adhering to both faces, set transversely. Manning Type 1B [13/04/2006 N.Crummy]"
"SF",3796,"C","X-ray no: CX 1080"
"SF",4061,"D","Four sheet fragments. [13/04/2006 N.Crummy]"
"SF",4061,"C","X-ray no: CX 1080"
"SF",4060,"D","Nine nail shank fragments, all with original wood grain on the faces, many transverse, occasionally angled. [25/04/2006 N.Crummy]"
"SF",4060,"C","X-ray no: CX1081"
"SF",4058,"D","Small hinged object. A broken perforated tab lies on the oppsite side of a short square-sectioned shaft to a circular unperforated tab. Possibly a small catch. [6/4/2006 N.Crummy]"
"SF",4058,"C","COLEM: C050979. Date in: ---08-05. Date finished: ---01-06. Condition: Has thin friable crust of powdery corrosion and ingrained soil. Remains of a compact green surface underlying this but fragile and has sustained surface loss. This has exposed layers of paler active corrosion overlying the core. Treatment: Removed overlying corrosion/soil - small handtools. Degreased - acetone. Stablised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"BF",52701,"D","Romlan pottery including Samian 450g 2005"
"BF",52704,"D","Fe nails 2005"
"BF",52705,"D","Roman glass 2005"
"BF",52708,"D","Animal bone including teeth 2g 2005"
"BF",52709,"D","Daub and Opus Signinum 2005"
"SA",918,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"SA",919,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"SA",948,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",949,"D","<P><SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN></P>"
"BF",52771,"D","Roman pottery 1300g (1 bag) 2005"
"BF",52774,"D","Fe nails 2005"
"BF",52778,"D","Animal bone including teeth 325g (1 bag) 2005"
"SA",922,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"SA",923,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy on the floors of the timber building on the site of House 1.</SPAN>"
"BF",52841,"D","Roman pottery including Samian 660g (1 bag) 2005"
"BF",52848,"D","Animal bone 10g (1 bag) 2005"
"BF",52851,"D","Roman pottery including Samian 120g (1 bag) 2005"
"BF",52855,"D","Roman glass 2005"
"SA",939,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",940,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the floors of the timber building on the site of House 1.</SPAN>"
"SA",941,"D","<SPAN>Taken from the upper deposits of the Well in grid square 10B excavated during the 2005 season.</SPAN>"
"BF",52861,"D","Roman pottery 70g (1 bag) 2005 [sig:23/01/2006 SWILLIAMS]<br />Roman pottery 100g 2006<br /><span style="
"BF",52864,"D","Iron Nails 2005 [sig:23/01/2006 SWILLIAMS]<br />Fe nails 2006<br /><span style="
"BF",52868,"D","Animal bone including teeth 5g (1 bag) 2005 [sig:23/01/2006 SWILLIAMS]<br />Animal bone 2006<br /><span style="
"SF",3843,"D","<SPAN>Small , globular head.</SPAN> [sig:22/09/2005 NCRUMMY] Small tack with a domed head. Section is round at the top but square towards the bottom. Ref: Frocester Vol 2 - The Finds. Price (2000) p.61/62 fig. 436."
"SF",3843,"C","<SPAN>Deselected.</SPAN>"
"BF",52951,"D","Roman pottery 5g (1 bag) 2005"
"BF",52958,"D","Animal bone 5g (1 bag) 2005"
"BF",52959,"D","Opus Signinum 2005"
"BF",52974,"D","Fe nails 2005"
"BF",52978,"D","Animal bone 5g (1 bag) 2005"
"BF",52979,"D","Painted wall plaster 2005"
"BF",53041,"D","Roman including Samian 210g 2005"
"BF",53048,"D","Animal Bone including Teeth 2005"
"SF",3748,"D","<p>Group of nails from a Timber Beam Slot </p><p><table style="
"SF",3812,"D","Small fragment of a shale bracelet. Two incised grooves are visible on the external surface, and the internal area has a slight lip protruding at the top edge c.0.5mm wide and c.2mm from the top. Found during finds processing - unstratified.   Fragment of a shale armlet decorated with two parallel incised lines at the centre of the outer face. [11/04/2006 N.Crummy]"
"BF",53181,"D","Roman pottery, 20g (1 bag) 2005"
"BF",53183,"D","Tile with animal print"
"SA",897,"D","<SPAN>Sample taken by Rowena Banerjea during 2005 season to use in MSc dissertation. The purpose of this project is to study use of space within the NE timber building in which Hearth 4234 is situated.</SPAN>"
"SF",3482,"D","<p><span>Circular fitting of possibly iron, but not reactive to a magnet. Has a square hole pierced through the centre which goes all the way through.&nbsp; Appears to be slightly arced on top and bottom, but very corroded.&nbsp; Possible stud.</span> [sig:26/10/2004 SWILLIAMS] </p><p>&nbsp;</p><p>Plano-convex boss with square hole where shank has dropped out.</p><p>[30/05/06 N.Crummy]</p>"
"SF",3482,"C","<p>Delelected</p><p>[30/05/06 N.Crummy]</p>"
"SF",3493,"D","<p><span>Turquoise Frit Melon Bead. Complete but worn.</span> [sig:27/10/2004 SWILLIAMS] </p><p>&nbsp;</p><p>Turquoise frit melon bead, complete.</p><p>[30/05/06 N.Crummy]</p>"
"SF",3493,"C","Deselected"
"BF",53251,"D","Roman pottery 10g (1 bag) 2005"
"BF",53421,"D","Roman pottery 110g (1 bag) 2005"
"BF",53431,"D","Roman pottery 150g (1 bag) 2005"
"SA",934,"D","<SPAN>Sample taken by Rowena Banerjea to use in MSc dissertation. The purpose of this project is to study the use of space in the NE timber building and the intensity of use of the floors around Hearth 4234.</SPAN>"
"SA",935,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation to study the use of space in the NE timber building and the intensity of use of the floors around Hearth4234</SPAN>"
"BF",53461,"D","Roman pottery 120g (1 bag) 2005"
"BF",53468,"D","Animal bone 15g (1 bag) 2005"
"SF",4041,"D","Strap handle from a Form 42 Samian vessel. Some barbotine decoration still visible on the body sherd. Found during finds processing - unstratified."
"BF",53581,"D","Roman pottery including Samian 3210g (2 bags) 2005"
"BF",53583,"D","CBM marked with incised lines (retained) 2005"
"BF",53584,"D","Fe nails 2005"
"BF",53585,"D","Roman glass 2005"
"BF",53587,"D","Unworked Chalk sample 2005"
"BF",53588,"D","Animal Bone including teeth 690g (1 bag) 2005"
"BF",53589,"D","Opus Signinum and Charcoal 2005"
"BF",53590,"D","Oyster Shell 2005"
"BF",43619,"D","Mortar 2005"
"BF",53611,"D","Roman pottery 50g 2005"
"BF",53618,"D","Animal bone 50g 2005"
"BF",53619,"D","Mortar 2005"
"SA",966,"D","<SPAN>Rowena Banerjea MSc dissertation.</SPAN>"
"SA",953,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation. Sample taken from a floor surface in the NE timber building in which Hearth 4234 is situated.</SPAN>"
"SA",965,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation to help interpret the use of space in the &nbsp;NE timber building containing hearth 4234.</SPAN>"
"SA",967,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation to help interpret the use of space in the NE timber building in which hearth4234 is situated.</SPAN>"
"BF",53701,"D","Roman pottery including Samian 150g (1 bag) including samples from Environmental Sample <992> 2005"
"BF",53703,"D","Retained CBM from Environmental Sample <992> 2005"
"BF",53704,"D","Magnetised material from Environmental Sample <992> 2005"
"BF",53705,"D","Roman glass 2005"
"BF",53708,"D","Animal Bone including teeth 20g (1 bag) including samples from Environmental sample <992> 2005"
"BF",53709,"D","Charcoal from Environmental Sample <992> 2005"
"BF",53710,"D","Seeds from Environmental Sample <992> 2005"
"SA",959,"D","<SPAN>Sample taken by Rowena Banerjea to use in MSc dissertation. Sample taken to help indicate the use of space in the NE timber building in which Hearth 4234 is situated.</SPAN>"
"SA",960,"D","<P><SPAN>Sample taken by Rowena Banerjea for MSc dissertation to help indicate the use of space in the NE timber building in which hearth 4234 is situated.</SPAN></P>"
"SA",961,"D","<SPAN>Sample taken by Rowena Banerjea to use in MSc dissertation to help indicate the use of space in the NE timber building in which hearth 4234 is situated.</SPAN>"
"SA",962,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation to help indicate the use of space in the NE&nbsp;timber building in which Hearth 4234 is situated.</SPAN>"
"SA",963,"D","<SPAN>Sample taken by Rowena Banerjea to use in MSc dissertation to help indicate the use of space in the NE timber building in which Hearth 4234 is situated.</SPAN>"
"SA",964,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation to help indicate the use of space in the NE timber building in which Hearth 4234 is situated.</SPAN>"
"SA",995,"D","<SPAN>Sample taken by Rowena Banerjea for MSc dissertation. This block sample also comprises deposits 5889 and 5880.See section 680</SPAN> [sig:03/08/2005 EXTRA]"
"BF",53721,"D","Roman pottery including Samian 675g (1bag) including samples from Environmental sample <998> 2005"
"BF",53723,"D","Retained CBM from Environmental Sample <998> 2005"
"BF",53724,"D","Fe nails and magnetic material from Environmental Sample <998> 2005"
"BF",53725,"D","Roman glass including samples from Environmental Sample <998> 2005"
"BF",53728,"D","Animal Bone including teeth 200g (1 bag) including samples from Environmental Sample <998> 2005"
"BF",53729,"D","Opus Signinum, Plaster and Charcoal including charcoal sample from Environmental sample <998>  2005"
"BF",53730,"D","Oyster shell including samples from Environmental Sample <998> 2005"
"SA",1326,"D","<SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floor around hearth 4234.</SPAN>"
"SA",1325,"D","<SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floors around hearth 4234.</SPAN>"
"SA",1324,"D","<P><SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floors around hearth 4234.</SPAN></P>"
"BF",53808,"D","Animal bone including teeth 80g (1 bag) 2005 [sig:16/01/2006 SWILLIAMS]<br />Animal bone 2006<br /><span style="
"BF",53809,"D","Opus Signinum and Mortar 2005 [sig:16/01/2006 SWILLIAMS]<br />Opus Signinum, 33.5kg and Mortar 2006<br /><span style="" gray="
"SF",4144,"D","<table cellspacing="
"SF",4144,"C","Deselected.<br /><span style="
"SF",4148,"D","<table cellspacing="
"SF",4154,"D","<table cellspacing="
"SF",4158,"D","<table cellspacing="
"SF",4177,"D","<table cellspacing="
"BF",53801,"D","Roman pottery, 200g 2006<br /><span style="
"BF",53804,"D","Fe nails and slag, 2006<br /><span style="
"BF",53806,"D","Stone tesserae, 3x chalk, 1x greensand,&nbsp; 2006<br /><span gray="" style="">[SWILLIAMS - 16 November 2006 11:42:38]</span>"
"BF",53810,"D","Charcoal 2006<br /><span style="
"SA",1283,"D","<SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floors around hearth 4234.</SPAN>"
"SA",1282,"D","<SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floors around hearth 4234.</SPAN>"
"BF",53891,"D","Roman pottery 110g (1 bag) 2005"
"BF",53895,"D","Roman glass 2005"
"BF",53898,"D","Animal bone 50g (1 bag) 2005"
"BF",54161,"D","Roman pottery 40g (1 bag) 2005"
"BF",54181,"D","Roman pottery including Samian 1130g (1 bag) 2005"
"BF",54184,"D","Fe Nails 5g (1 bag) 2005"
"BF",54185,"D","Roman glass 2005"
"BF",54188,"D","Animal bone 140g (1 bag) 2005"
"SF",3939,"D","Small fragment of green painted wall plaster on top of a paler orange base coating of plaster."
"BF",54331,"D","Roman pottery 60g (1 bag) 2005"
"BF",54334,"D","Fe nails 2005"
"BF",54338,"D","Animal Bone 10g (1 bag) 2005"
"BF",54339,"D","Opus Signinum 2005"
"BF",54551,"D","Roman pottery 25g (1 bag) 2005"
"BF",54554,"D","Fe nails 2005"
"SF",4019,"D","Handle fragment from a bath flask. Approximately 1/4 of the handle survives. Fragment is typical blue/green colour. 50-250AD Isings Form 61. Ref: Price and Cottam 1998 p.188-190. SW 2005 [sig:21/03/2006 S.Williams]"
"SA",1291,"D","<SPAN>Rowena Banerjea MSc dissertation. XRF analysis of the floors around hearth 4234.</SPAN>"
"BF",55281,"D","Roman pottery 1000g (1 bag) 2005"
"BF",55284,"D","Fe nails 2005"
"BF",55285,"D","Roman glass 2005"
"BF",55511,"D","Samian pottery 10g (1 bag) 2005"
"SA",909,"D","<SPAN>4 litres processed in 2005. Sample area exposed for days. Deposit overlies 5589, sample 905.</SPAN>"
"SA",927,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the round structure at the SW end of House 1 site.</SPAN>"
"BF",55561,"D","Roman pottery including sample from Environmental sample <909> 200g (2 bags) 2005"
"BF",55563,"D","Retained CBM from Environmental sample <909> 2005"
"BF",55564,"D","Fe nails and Fe slag including samples from Environmental Sample <909> 2005"
"BF",55568,"D","Animal bone including samples from Environmental sample <909> 10g (1 bag) 2005"
"SF",3795,"D","Badly corroded iron object. Head is formed into a hook-like shape with a rectangular profile. The body has a square profile. Found during finds processing - unstratified.  Nail shank fragment, clenched. [25/04/2006 N.Crummy]"
"SF",3795,"C","X-ray no: CX1082"
"BF",55604,"D","Roman pottery 230g (1 bag) 2005"
"BF",55611,"D","Roman pottery 40g (1 bag) 2005"
"BF",55614,"D","Fe nails 2005"
"SA",929,"D","<SPAN>Sample taken for XRF analysis to look for metallurgy in the round structure at the SW end of House 1 site.</SPAN>"
"BF",55624,"D","Magnetised material from Environmental Sample <928> 2005"
"BF",55628,"D","Animal bone 150g (2 bags) including sample from Environmental sample <928> 2005"
"BF",55629,"D","Charcoal from Environmental Sample <928> 2005"
"BF",55631,"D","Roman pottery 80g (1 bag) 2005"
"BF",55638,"D","Animal bone including teeth 10g (1 bag) 2005"
"BF",55741,"D","Roman pottery 60g (1 bag) 2005 [sig:23/01/2006 SWILLIAMS]<br />Roman pottery 400g 2006<br /><span style="
"BF",55748,"D","Animal bone including teeth 30g (1 bag) 2005"
"SF",4419,"D","<table style="
"SF",4482,"D","<table cellspacing="
"BF",55751,"D","Roman including Samian 1425g 2006<br /><span style="
"BF",55754,"D","Fe nails 2006<br /><span style="
"BF",55758,"D","Animal Bone including teeth 2006<br /><span style="
"BF",55771,"D","Roman pottery 200g (1 bag) 2005"
"BF",55778,"D","Animal bone 10g (1 bag) 2005"
"SA",952,"D","<SPAN>Not processed 2005.</SPAN>"
"BF",55811,"D","Roman including &lt;952&gt; 50g 2006<br /><span style="
"BF",55813,"D","CBM retained from &lt;952&gt; 2006<br /><span style="
"BF",55814,"D","Magnetic material from &lt;952&gt; 2006<br /><span style="
"BF",55818,"D","Animal bone including &lt;952&gt; 1000g 2006<br /><span style="
"BF",55820,"D","Charcoal &lt;952&gt; 2006<br /><span style="
"SF",3854,"D","Two clenched nail shanks. Measurement gives bent lengths. [13/04/2006 N.Crummy]"
"SF",3854,"C","X-ray no: CX 1080"
"BF",55831,"D","Roman pottery including Samian 140g (1 bag) 2005"
"BF",55838,"D","Animal bone 10g (1 bag) 2005"
"BF",55839,"D","Daub 2005"
"SF",3848,"D","<p>Group of nails from a timber beamslot 2005</p><p><table cellspacing="
"SF",3908,"D","Turquoise frit melon bead. In Britain these generally date from the conquest to the late 1st / early 2nd century. [11/04/2006 N.Crummy]"
"SF",3948,"D","Long iron shaft, heavily corroded at one end and has quite a flat section at the other. May be a stylus? S.Williams 2005  Tapering round-section shank from a nail or other structural fitting. There is longitudinal wood grain passing transversely across the lower end (both faces). [13/04/2006 N.Crummy]"
"SF",3948,"C","X-ray no: CX1080"
"SF",3953,"D","Iron nail cleaner, quite corroded so no detail visible. Possible loop at top. Leaf-shaped blade tapering gently to the point of the blade. No evidence of blade division at the bottom. Ref: Crummy p.58 Fig. 62.1872 but with plain shoulder. See also SF3944. [S. Williams, 2005]  Narrow leaf-shaped blade, suspension loop set in the same plane as the blade. Iron toilet instruments are scarce in the archaeological record. [13/04/2006 N.Crummy]"
"SF",3953,"C","X-ray no: CX 1080"
"BF",55841,"D","Roman pottery 240g (1 bag) 2005"
"BF",55846,"D","Stone Tesserae 2005"
"BF",55848,"D","Animal bone including teeth 10g (1 bag) 2005"
"BF",55851,"D","Roman pottery 10g 2005"
"BF",55911,"D","Roman pottery 10g 2005"
"BF",55921,"D","Roman pottery 40g 2005"
"SF",3879,"C","X-ray no: CX1080"
"SF",3879,"D","Nine small fragments of iron sheet. Measurement above is of largest only [13/04/2006 N.Crummy]"
"SF",3880,"D","Copper alloy handle/blunt dissector end of a double ended surgical instrument, with the remains of the iron scalpel blade in the squared end of the instrument. Type 1 form. Leaf-shaped blade with slight medial ridge. Handle is of octagonal section leading to a squared section. Scalpel end has a rolled end a v-shaped tang to insert the iron blade. Ref: Blockley et al, Marlow Car Park p.1017 Fig.427.324 [sig:S Williams 10.10.05]  Copper alloy blunt dissector with very low median ridge on each face. Plain rectangular grip has rolled-back terminals and 'key-hole' socket for blade; socket retains circular pin; very small fragments of iron in the box are presumably from the blade. Reference: R.Jackson 'A set of Roman medical instruments from Italy', Britannia 17 (1986), 119-67, especially fig. 1, 1-6. [6/04/2006 N.Crummy]"
"SF",3880,"C","COLEM: C050956. Date in: 21-09-05. Date finished: 26-01-06. Condition: Good. Some of surface already rubbed. Rest covered with thin hardened crust of green/grey corrosion and compacted soil. Has a smooth grey/blue patina beneath but active corrosion erupting through and has destroyed this around the blade end, exposing pale turquoise powdery corrosion in the core. Treatment: Removed&nbsp;corrosion/soil - small handtools. Degreased - acetone. Stabilised - BTA, 3% in IMS under vacuum. Rinsed - IMS. Dried - air. Lacquered - Incralac, 50% in toluene."
"SF",3922,"C","<SPAN>Deselected.</SPAN>"
"SF",3922,"D","<SPAN>Tapering ?handle; widest at blunt, not broken, end.</SPAN> [sig:22/09/2005 NCRUMMY] The object is shaped exactly like the bottom of a tweezer arm, broken off mid-shaft. However it appears to be much thicker and more curved than a normal tweezer, being 3mm thick compared to the usual 1mm. No decoration visible. [sig:21/03/2006 S.Williams]"
"SF",3932,"D","Tiny hobnail - most of pin broken off. Very rounded head. SW 2005   Small stud with hollow convex head (i.e not a hobnail). [13/04/2006 N.Crummy]"
"SF",3932,"C","X-ray no: CX 1080"
"BF",55931,"D","Roman pottery 450g 2005"
"BF",55934,"D","Fe nails 2005"
"BF",55935,"D","Roman glass 2005"
"BF",55938,"D","Animal bone including teeth 160g 2005"
"BF",55981,"D","Roman pottery 20g 2005"
"SF",3883,"D","Handle fragment from a convex jug with long neck. Fragment is square with a single ridge down the centre. Fragment is a strong blue colour caused by cobalt. 60-140AD. Isings Form 52. Ref: Price and Cottam 1998 p.150-152. [sig:S Williams 1/3/06]"
"BF",56091,"D","Roman pottery 10g 2005"
"BF",56098,"D","Animal Bone including teeth 20g 2005"
"BF",56171,"D","Roman pottery 10g 2005"
"BF",56178,"D","Animal Bone 30g 2005"
"BF",56271,"D","Roman pottery 130g 2005"
"BF",56278,"D","Animal Bone 50g 2005"
"BF",56301,"D","Roman pottery including Samian 20g 2005"
"BF",56304,"D","Fe nails 2005"
"BF",56308,"D","Animal Bone 20g 2005"
"BF",56311,"D","Roman pottery 10g 2005"
"BF",56318,"D","Animal Bone 10g 2005"
"BF",56319,"D","Painted wall plaster 2005"
"SA",1152,"D","<SPAN>Taken for XRF analysis of charcoal deposit to look for metallurgy.</SPAN>"
"SF",3962,"C","<SPAN>Deselected.</SPAN>"
"SF",3962,"D","<SPAN>Two very fine penannular links, possibly for jewellery.</SPAN> [sig:22/09/2005 NCRUMMY] Two tiny copper alloy links from a chain, most likely a necklace. Not loop-in-loop, but circular loops. Neither link is complete as there is a tiny gap at each end where the copper alloy has been turned to make the link. On Plan 11.223. swilliams"
"BF",56351,"D","Roman pottery 60g 2005"
"BF",56354,"D","Fe nails 2005"
"BF",56355,"D","Roman glass 2005"
"BF",56358,"D","Animal bone 10g 2005"
"BF",56461,"D","Roman pottery including Samian 60g 2005"
"BF",56464,"D","Fe nails 2005"
"SF",3967,"D","Very fragmented Silchester-ware conical ?storage jar. About half the vessel remains. [sig:Sandie Williams 21.3.2006]"
"BF",56481,"D","Roman pottery from Environmental sample <1144> 2005"
